index,User,Tweet,Retweet count,Likes count,Tweet value
5551,1,"""Already we have lost more than 16,000 lives. We know we will lose more – how many more will be determined by the decisions we make and the actions we take""-@DrTedros #COVID19 #coronavirus",130,209,2440.25
5552,0,"Elijan como van a saludar ahora con lo de coronavirus, Yo elijo saludar con el estilo Lino’o ✌🏼 https://t.co/S5ZD5mcMi8",1346,1523,4.03
5554,1,"To prevent tooth decay: eat a healthy balanced diet, avoiding sugars.
 https://t.co/irbnzSx86c
 #OralHealth https://t.co/9USxAFS5bp",47,165,3221.14
5555,0,Les test du coronavirus en france : https://t.co/YOnlCgb2Bp,6089,21852,149.7
5556,0,‘If I do get the Coronavirus I’m attending every MAGA rally I can’ - Denver Communist Official Says She Will Use Deadly Virus as Bio Weapon Against Trump Supporters https://t.co/u7OhRJkdVz,8334,9336,538.37
5557,1,"@pahowho @_Europe @EMRO @AFRO @SEARO @WPRO @UNICEF @epaphotos Avoid using #condoms that are expired - see manufacturing or expiry date on the package.
 
 Do NOT use a latex condom more than 5 years old, it’s expired and may break during use 
 
 #WorldCondomDay
 #InternationalCondomDay 
 
 📷: @UNAIDS https://t.co/vI06BbAoHJ",59,114,2928.31
5558,0,"Dólar a 21 pesos y los chairos echándole la culpa a todos, menos al Peje.

El coronavirus a todo lo que da y no existe ni una sola acción para prevenirlo.

El precio del petróleo se desploma y nosotros construyend una refinería obsoletas que dejará de funcionar en 10 años.",1906,5834,477.96
5559,1,"@DrTedros ""We have called on governments to develop incentives for manufacturers to ramp up production. This includes easing restrictions on the export &amp; distribution of personal protective equipment &amp; other medical supplies""-@DrTedros #COVID19 #coronavirus",194,353,2440.25
5561,1,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread:
 🔍Expand COVID-19 surveillance using existing respiratory disease surveillance systems &amp; hospital-based surveillance
 ✅Promote hand hygiene, respiratory etiquette, social distancing
 
 #coronavirus https://t.co/8DSdeQ0ABV",198,304,2928.3
5562,1,"@DrTedros ""There are a few simple things we can all do to protect ourselves and each other, like washing hands, covering your mouth &amp; nose when you sneeze, &amp; so on. 
 
  has a full package of information on its website""-@DrTedros on new #coronavirus",126,160,2440.26
5563,0,"BREAKING: Trump sent U.S. workers to greet returning coronavirus victims **without protective gear** and when an HHS whistleblower told federal bosses about it, she was reassigned and threatened with sacking. 

Rand Paul must be proud. https://t.co/ECU1D1wUL1",1995,2784,185.64
5565,1,"""Every day, #COVID19 seems to reach a new and tragic milestone. 
 
 More than 210,000 cases have now been reported to , and more than 9,000 people have lost their lives""-@DrTedros #coronavirus",194,296,2440.25
5566,0,"""Asesinos"", berreaban por el sacrificio de un perro infectado por ébola.
Gobernaba el PP.
Con 36 fallecidos, los socialcomunistas no se manifiestan por la pésima gestión del Gobierno de la crisis del coronavirus.
¿Por qué Pablo Iglesias sigue escondido?
https://t.co/4YvtRsxwtL",1442,2005,115.81
5569,0,"MAG-INGAT PERO HUWAG MAG-PANIC. May mga makakapal ang mukha na gumagawa pa ng fake news tungkol dito.

Galing po akong PCGH ngayon. As of now, Feb2, we have ZERO CASES of the Novel Coronavirus.

Pero kahit na walang kaso ng #nCoV sa Pasig, naghahanda pa rin tayo (see next tweet)",2984,19354,761.02
5570,0,"The stock market and US dollar are both plunging today. Welcome to @realDonaldTrump's first term.

#TrumpCrash #marketcrash #coronavirus https://t.co/YcGmj1E8Am",2803,6874,248.95
5572,0,Fortalecimos los controles en Ezeiza ante la preocupación global por el coronavirus dijo Ginés. Así son los controles en  Ezeiza. Somos Uganda. 🇺🇬🇺🇬👇 https://t.co/IPK65iYU2h,6174,11425,366.6
5573,1,"""We’ve brought scientists together to boost funding in the R&amp;D of diagnostics, treatments &amp; a future vaccine. 
 
 We’ve communicated online, via the media &amp; in person with many world leaders, to ensure that preparations are accelerated &amp; populations are sensitized""-@DrTedros",47,104,2440.25
5575,1,"@DrTedros ""We are requesting $675 million to fund the plan for the next three months. $60 million of that is to fund ’s operations – the rest is for the countries that are especially at risk""-@DrTedros #2019nCoV",53,90,2440.26
5577,0,"When you eat bats and bamboo rats and shit and call it a ""Chinese delicacy"", why y'all be acting surprised when diseases like #coronavirus appear? 🤢

https://t.co/SQjCzheDQN",10664,11997,63.77
5578,1,"@WPRO @DrTedros  thanks the Chinese authorities for their commitment to sharing information on the novel #coronavirus (2019-nC0V) as they continue intensive surveillance and follow-up measures, including environmental investigations in #China🇨🇳 https://t.co/ZOTCqsGTCr",54,122,2928.31
5579,1,"""This is an evolving and complex situation. 
 
 I’d like to thank Dr Houssin for his leadership of the Emergency Committee, and all the members of the committee, the advisors, and those who made presentations earlier today""-@DrTedros on new #coronavirus",88,216,2440.26
5580,0,Ini link peta penyebaran #coronavirus. Diupdate tiap hari dan titik2 baru makin lama makin nambah. Selalu deg2an ngeliat Indonesia ._. https://t.co/dXBYElpzZ0,2323,3060,200.53
5582,0,"When, not if, but when the homeless population of California is infected with Coronavirus Gavin Newsom, Nancy Pelosi, Adam Schiff  and every democrat in the state will try to blame it on Trump
They’ve had years to deal with his problem and whatever happens. THEY OWN IT!,",1363,4156,1997.23
5585,1,"@DrTedros @WPRO @SEARO @AFRO @pahowho @_Europe @EMRO @KKMPutrajaya ""These signals show the importance of all countries being ready for the arrival of the #coronavirus, to treat patients with dignity &amp; compassion, to protect #healthworkers &amp; to prevent onward transmission""-@DrTedros #COVID19",19,44,2440.26
5586,1,"@DrTedros ""We activated the R&amp;D Blueprint team in early January to coordinate and facilitate information-sharing on research elements of the #2019nCoV response""-@DrTedros",14,48,2440.28
5587,0,"[Terkini] KKM sahkan tiga kes positif #coronavirus di kalangan lapan individu China yang dikuarantin di sebuah hotel di Johor Bahru.

Menteri Kesihatan @DrDzul berkata, mereka kontak rapat dengan dua pesakit positif di Singapura. @501Awani",2147,999,48.97
5589,0,The coronavirus illustrates how the lack of guaranteed paid sick days puts EVERYONE AT RISK. People are incentivized to show up to work sick so that they can pay their bills.,4102,17090,950.17
5590,0,"CORONAVIRUS

- 81 people dead

- Around 500 people in serious condition

- Over 2900 people infected",1551,3583,2598.05
5593,0,Où sont passés les amis de la réforme des #retraites par capitalisation (art 65 de la loi #Macron) ? La crise boursière du #coronavirus les a guéris ?,1348,3379,3952.65
5595,1,"@WPRO @pahowho @_Europe @EMRO @SEARO @AFRO @DrTedros @UN @UN_News_Centre Most #cancer patients do not have access to palliative care, especially in low and middle-income countries, resulting in unnecessary suffering. Palliative care should be a priority everywhere and integrated into health care at all levels. https://t.co/4Iue1yxwLC
 #HealthForAll https://t.co/5usMpqLuDW",73,152,3221.14
5596,1,"Working in wet markets?
 Stay healthy:
 🧤Wear protective gowns, gloves and facial protection while handling animals &amp; animal products
 🧺 Remove protective clothing after work, wash daily &amp; leave at the work site
 👨‍👩‍👧‍👦 Avoid exposing family members to soiled work clothing &amp; shoes https://t.co/tSD8gvOMYC",175,251,2928.31
5597,0,"Today's #coronavirus recap: 

-110,029 #COVID19 cases globally &amp; 3,817 deaths 🌍

-93% of cases in 🇨🇳 🇮🇹 🇰🇷 🇮🇷

-All of Italy on lockdown

-In China, 70% of cases recovered

-""Countries w/ community transmission should consider closing schools, cancelling gatherings,"" -@DrTedros",2902,5937,164.63
5600,0,"To all my fellow Christian Brothers and Sisters please
Pray for Rep. Doug Collins. 

He self-quarantined after exposure to coronavirus patient 

This man is a true Patriot that loves our President🇺🇸

God Bless you &amp;
We are all praying for you 🙏 

Agree🙋‍♀️
https://t.co/O94ffrvKd9",3178,8769,313.34
5601,0,"Si os parece una canallada inadmisible que se especule con los productos sanitarios en medio de la crisis del coronavirus, de igual manera debería parecéroslo que se haga con cuestiones esenciales de vuestra vida como la vivienda.",1514,3708,109.18
5602,0,"This new coronavirus outbreak has come to a similar circumstances of a Korean movie, The Flu (2013). You can watch the movie (2 hours duration) to understand how rapidly easy an airborne disease spreads. Stay indoors and wear masks everyone 😷 (this is just a fictional movie). https://t.co/DxuXE11GAD",19271,21688,0.72
5603,0,"#Coronavirus: Stunning new numbers. Running totals - 9,171 confirmed cases worldwide vs 7,711 China cases yesterday; 213 deaths vs 130 yesterday. More than 12,000 suspected cases.  1,476 in serious or critical condition. ALL regions of China are reporting cases. h/t @V2019N",3731,5197,465.7
5604,0,"President Trump on Americans infected with coronavirus on Grand Princess Cruise Ship: 

“I don’t need to have the numbers double because of one ship... that wasn’t our fault.” https://t.co/S3eRLTAEaS",2109,3517,945.61
5606,1,""" has been working hard with many partners to rationalize and prioritize the use of personal protective equipment. 
 
 Addressing the global shortage of these life-saving tools means addressing every part of the supply chain, from raw materials to finished product""-@DrTedros",76,174,2440.25
5608,0,"“Frankly, condoms are a very, very poor protection against sexually transmitted diseases”

- Mike Pence. The Vice President of the United States. The man in charge of handling the coronavirus.",2277,7659,236.03
5609,0,"Wants some truth the Media wont tell you?

31,000,000 Americans have caught the Flu this year.

Of those 31,000,000 as many as 30,000 Americans have died from the Flu this year.

How many have died from the DEADLY Coronavirus?

0

It's all about tanking the economy to hurt Trump.",2029,2774,152.56
5610,0,bighit cancelou os cinco shows em seoul por causa do coronavirus e eu nao quero ver UMA ALMA reclamando disso. A saúde tanto dos meninos quanto dos armys e dos staffs que estariam ali presentes é mais importante!!!,4008,10372,11.3
5611,0,"#โคโรน่าไวรัส #covid19
มหาวิทยาลัยแม่ฟ้าหลวง รับปริญญาบัตร
บัณฑิตทุกคนคาด mask ทั้ง hall บัณฑิต รุ่นโควิท - 19
ชอบในชื่อรุ่น5555 https://t.co/BLrcR34Frj",9924,1082,1.7
5612,0,"I have been talking to and texting with various experts and public health officials and I really can't overstate the amount of frustration, anger and concern about how we're dealing with Coronavirus.",7684,35522,4002.26
5613,0,"As coronavirus panic buying causes a toilet roll shortage in Australia, the first Red Cross supplies arrive in Sydney: https://t.co/uqKZg5q1Sy",1627,7984,1653.41
5614,0,"BREAKING: China announces that coronavirus fatalities should not be buried, but instead cremated.",5795,12356,2598.05
5615,1,"""4⃣ slow, suppress &amp; stop transmission to reduce the burden on health facilities. This means safe #handwashing; testing, isolating cases &amp; contact tracing, encouraging community-level physical distancing &amp; the suspension of mass gatherings and international travel""-@DrTedros",90,152,2440.25
5616,0,"Viral video going on YT shows a Wuhan citizen telling the real grave situation and true feels for his gov, and he asks us to spread the word!

This #coronavirus is a lot worse (must watch in full)

Via YT: https://t.co/z7idwhbkVy https://t.co/gXnfgZ2JRD",7907,10151,70.14
5618,1,"@WPRO @SEARO @pahowho @EMRO @_Europe @AFRO If symptoms occur, such as fever, or cough or difficulty breathing - travellers are advised to contact local health care providers, preferably by phone☎️, and inform them of their symptoms and their travel history. https://t.co/PObUcGlie0 
 
 #coronavirus https://t.co/xISbpjwOgw",161,248,3221.14
5619,0,"Reportan desde #CdGuayana el presunto primer caso de Coronavirus, en Vzla. Paciente recluido en la clínica Pto Ordaz. El paciente regresó de China, recientemente. Debemos encender las 🚨 alarmas.",2685,1282,428.58
5620,1,"Today is International #WomensDay!
 👩🏻👧🏿👧👵🏼👩‍⚕️🧕🏽👩🏾‍🎓👩🏽‍🔬👩🏻‍💻👩🏿‍🏫👱🏻‍♀️
 
 We call for a 🌎🌍🌏 where every woman and girl has access to affordable quality health services.
 
 It's time for #HealthForAll. https://t.co/Hl4aPHsswM",2478,5819,14641.52
5621,1,"""A month ago, 🇰🇷 was faced with accelerating #COVID19 community transmission. But it didn’t surrender.
 It educated, empowered &amp; engaged communities
 It developed an innovative testing strategy &amp; expanded lab capacity
 It rationed the use of masks
 ...""-@DrTedros #coronavirus",339,600,2440.25
5622,1,"@WPRO @pahowho @_Europe @EMRO @SEARO @AFRO @DrTedros @UN @UN_News_Centre Children with #cancer in low- and middle-income countries are about 4 times more likely to die of the disease than children in high-income countries.
 https://t.co/xJUamA0Bdj
 #WorldCancerDay https://t.co/NRSbKMS0pF",56,112,3221.14
5623,0,Hoy solo en 1 de los vuelos q aterrizó en BsAs ingresó 1 contingente de + de 40 ciudadanos chinos. Querría saber q controles hubo en Ezeiza para verificar q no hayan contraído #coronavirus en su país de origen. O sea q medidas instrumentaron los ministerios de Seguridad y Salud?,3452,7522,178.29
5624,0,"Os pesquisadores da USP sequenciaram o genoma do coronavírus em DOIS DIAS
Um recorde MUNDIAL!!
A pesquisa foi liderada por duas mulheres

O presidente não sabe o que significa genoma, nem sequenciar

Viva a balbúrdia da Ciência brasileira, que salva vida enquanto planta maconha",8204,36536,265.1
5625,0,Local news was built to cover the insanity of the Coronavirus https://t.co/G7sFdPPm5t,7265,38027,4965.07
5626,1,"Today, the #UnitedStates🇺🇸 reported its first case of novel #coronavirus (2019-nCoV) in a traveller recently returned from #Wuhan, #China🇨🇳 https://t.co/zn8QmeQrt2",700,772,14641.54
5627,0,"Confirmed US case of coronavirus of UNKNOWN ORIGIN comes minutes after Trump press conference.

CDC “has confirmed an infection with the virus that causes COVID-19 in California in a person who reportedly did not have relevant travel history or exposure to another known patient.”",1989,3708,444.01
5628,1,"@DrTedros ""Shortages are leaving doctors, nurses &amp; other frontline #healthworkers dangerously ill-equipped to care for #COVID19 patients, due to limited access to supplies such as gloves, medical masks, respirators, goggles, face shields, gowns &amp; aprons""-@DrTedros #coronavirus",478,622,2440.25
5630,1,"""And ignite the industrial might and innovation of the @g20org to produce and distribute the tools needed to save lives.
 
 We must also make a promise to future generations: never again""-@DrTedros #COVID19 #coronavirus",58,100,2440.25
5631,0,"En un mes el coronavirus ha conseguido que baje la contaminación en China, que se pueda circular por la sala de la Mona Lisa y que Venecia respire de si excesivo turismo. 

Lo metes en una novela distopica apocaliptica y nadie se lo cree https://t.co/kuJ22dsWKK",5562,20199,3.45
5632,1,""" is committed to ensuring that as 💊 &amp; vaccines are developed, are shared equitably with all countries &amp; people.
 I thank the @MedsPatentPool &amp; @UNITAID for the initiative they announced last Friday to include 💊 &amp; diagnostics for #COVID19 in their licensing pool""-@DrTedros",177,360,2440.25
5634,0,el coronavirus será antifascista o no será,2401,10650,2.98
5635,0,"le tenes miedo al coronavirus pero 
- manejas tomado
- no limpias tu casa 
- tiras tu basura en un patio baldío
- no respetas las señales de tránsito 
- andas en moto entre 4 personas sin casco
- comes empanada a las 7 de la mañana todos los días",1891,2585,39.84
5636,1,"People of all ages should follow #safelistening practices in order to avoid hearing loss.
 As we mark #WorldHearingDay tomorrow, please participate in this survey on safe listening in entertainment venuesRight pointing backhand index https://t.co/I5MvP4fo13
 Make Listening Safe! https://t.co/leqVEUdLH0",121,265,16105.68
5638,0,"una (1) chilena tiene coronavirus y las noticias están vueltos locos con la weá. En los hospitales hay MILES de enfermos que MORIRAN de enfermedades TRATABLES pq no hay insumos, ni espacios, ni tratamientos adecuados. ESO SI Q ES GRAVE!! gobierno de mierda y su afán de despistar.",4254,7753,1.82
5639,1,"@Roellchen2011 @DrTedros Hi Susanne - thank you for your question.
 Answer to your question below ⬇️ 
 
 More here: 
 Mythbusters on #2019nCoV https://t.co/52biFWlrrW
 
 Q&amp;As https://t.co/j6HsqP9iJb https://t.co/lMXmMMEYo8",18,39,3221.14
5640,1,"""If that’s not possible, countries can use community facilities to isolate &amp; care for mild #COVID19 cases &amp; refer them for specialized care quickly if needed""-@DrTedros #coronavirus",115,221,2440.25
5641,0,"If you're wondering whether the coronavirus has entered the fanfic community, the answer is ""obviously."" https://t.co/dq5X3yMhsE",5856,15163,29.59
5642,0,La bière Corona en chute libre car des acheteurs l'associent au coronavirus https://t.co/kq7UPZrAKy https://t.co/yf0ucOTehI,3179,8007,6508.68
5643,1,"3⃣ Your body mass index (BMI) is a measure for obesity. Your BMI indicates whether or not you are overweight or obese, a condition that raises your risk of serious health problems like diabetes, heart disease and some cancers.
 https://t.co/6XCyssr8PG https://t.co/dydeuRLfQx",44,155,3221.17
5645,0,"Denying the coronavirus its right to a national identity post-migration is racist. 

Disappointed in you, Ilhan. 😥 https://t.co/4LoMv8qRen",1249,8702,953.33
5646,0,"“Now, the Democrats are politicizing the Coronavirus... They tried anything, they’ve tried it over and over again.” -@realDonaldTrump https://t.co/LHnKR7Qq9Z",2730,8317,5233.27
5648,0,"ALERTA MUNDIAL #coronavirus 
AHORA El ejército Italiano patrulla las ciudades pidiendo que la gente no abandone sus casas por altavoces...
Igual que en las películas... #Italia 
https://t.co/tfUccW2QUH",4315,5149,22.9
5649,0,"REPITAM COMIGO PESSOAL:
""CORONA VÍRUS VÁ EMBORA""
#coronavirus
#coronavirusnobrasil https://t.co/MVA0QiLckV",3191,8336,11.05
5650,1,"@pahowho @_Europe @EMRO @AFRO @SEARO @WPRO Many countries have already made progress through effective #RoadSafety management and focusing on better legislation and enforcement around key risks such as:
 🔴 speeding
 🔴 drinking and driving
 🔴 failing to use seatbelts
 https://t.co/HmiKezg8G0 https://t.co/LzMx6OvZof",31,95,3221.14
5651,1,"""If masks are worn, they must be used safely and properly.  has guidance on how to put on, take off and dispose of masks.
 
 What is clear is that there is limited research in this area""-@DrTedros #COVID19 #coronavirus",658,1131,2440.25
5652,0,"Republicans are going to start criticizing the media more for covering Trump’s disastrous Coronavirus response. 

They will say the press “undermines its credibility” by criticizing Trump. 

But Trump’s performance HAS been abysmal, and it’s the media’s duty to report this.",4975,19844,1857.79
5653,0,"Los aviones procedentes de las zonas afectadas en Italia por Coronavirus llegan a España sin ningún tipo de restricción.

Solo en el día de hoy se han producido 116 conexiones con Barajas.

Ya hay 17 muertos.

Este virus es peligroso, pero hay otro peor, y se llama Pedro Sánchez. https://t.co/cULs4Q7AKa",1783,2778,137.48
5654,0,si vas pensando que vas a pillar el coronavirus al final es cuando lo pillas https://t.co/S53TNQrmrJ,2157,5740,10.76
5655,0,Florida has 2 presumptive positive #COVID19 cases: one adult resident of Hillsborough County and one adult resident of Manatee County. Both individuals are isolated and being appropriately cared for.,7539,16776,155.02
5656,0,en la puerta de la casa de mi abuela vigilando que no entre nadie a pegarle el coronavirus  https://t.co/NVs5d5WPMe,12189,32799,1.66
5657,1," is reassured of the quality of the ongoing investigations and the response measures implemented on the novel #coronavirus (2019-nCoV) in #Wuhan, #China🇨🇳 and the authorities’ commitment to share information regularly with  https://t.co/eTffz8oyEa https://t.co/HYH5tSdf5Q",64,52,3221.14
5658,0,"CORONAVIRUS YA EN MEXICO
RETWEET

La 4T esta ocultando casos de COVID-19

MEDICOS DE LA SSA, por miedo a represalias ocultan su nombre y me confirman 5 CASOS

Tijuana 2
Puebla 1
CDMX 2

NO ESTAMOS PREPARADOS Y LA INEPTITUD DE @lopezobrador_  VA COSTAR VIDAS

#AMLOEsMuerte o no? https://t.co/ZfyD7hSSmu",2131,2558,18.86
5659,0,"« D’après les            « parcontre vous
analyses                               avez le 
vous n’avez                                 sida »
pas le 
coronavirus » https://t.co/LfzvN9RjZj",4445,12690,24.82
5662,0,Imagine being scared of coronavirus when the men in your country will probably kill you first.,2906,6664,104.85
5663,0,"Rumors still going around that some in D.C. want to tie clean FISA reauthorization to funding on coronavirus

Bad, BAD idea

There's no excuse for using the coronavirus need to re-up FISA without fixes preventing what happened to @realDonaldTrump and others

Keep the two separate",10410,27433,1288.18
5664,0,"The best way to ensure economic security for the American people right now is for President Trump to deal with the coronavirus itself.

But rather than spend the weekend in Washington to get a grip on the crisis, President Trump was once again golfing at Mar-a-Lago. https://t.co/jIo08B2k1V",2639,6934,4863.05
5667,0,"⚠️ALERTA⚠️ el coronavirus ha llegado a méxico y vino amazónica como Brasil, vino a matarla como Killbill.... NO VAYAN A CINES. hombres están dejando agujas con CORONAVIRUS 🦠 en los asientos y una vez que te inyectan con la bacteria te pones a dar vueltas como máchina de feria 🥵",4786,29153,232.11
5668,0,"Hong Kong govt coronavirus response adds to tensions in a tense city; my short take on events; note: if I’d written a longer version, I would have brought in the ongoing arrests &amp; various other issues as well but what I’ve flagged seemed worth flagging https://t.co/PcwEoYLBAn",1437,1488,83.63
5670,1,"@AFRO @pahowho .@_Europe is working with a network of designated laboratories to ensure countries can quickly test, report and respond to any suspected cases of #COVID19 https://t.co/k11SHo0EVr",107,217,2684.31
5671,1,@pahowho @_Europe @EMRO @AFRO @WPRO @SEARO Vaccination of young adolescents against HPV is safe and prevents #CervicalCancer. Human Papillomavirus (HPV) is the most common sexually transmitted infection and causes cervical #cancer ➡️ https://t.co/MHf5GjybKj #VaccinesWork https://t.co/pTQa9hNqMx,91,120,3221.14
5672,1,#Handwashing is key to preventing the spread of #COVID19. But 2 in 5 healthcare facilities globally do not have 🧼 and 🚰 or alcohol-based hand sanitizer at points of care. #WorldWaterDay #SafeHands https://t.co/vAPH4NNLCB,388,726,2928.3
5674,0,Freddy Pachano (Dir. Postgrado de Medicina de LUZ) alertó sobre posible caso de Coronavirus y enseguida el Gobernador Omar Prieto le mandó a abrir una averiguación. Así ningún médico hablará de casos de Coronavirus.,1061,353,178.37
5675,0,UD students gathered in large crowds on Lowes Street in the South Student Neighborhood Tuesday night in reaction to the news that university housing would close Wednesday for most students due to the spread of the coronavirus. https://t.co/82XL9uCR04,1667,3306,27.52
5676,1,"On #WorldWaterDay, we thank everyone who shared our messages on the importance of hand hygiene to stop the #coronavrius from spreading and taking the #SafeHands challenge!
 https://t.co/8Bw4Bb8X8T",65,248,2684.28
5677,0,"Interferón alfa 2B: El medicamento cubano usado en China contra el coronavirus. Nuestro apoyo al gobierno y pueblo chino en sus esfuerzos por combatir el coronavirus. 
#SomosCuba 
https://t.co/uqvFuv6hOe",5246,6961,680.5
5678,0,"Crisis del Ébola: 
Un perro muerto.
“Desgobierno, Rajoy debe dimitir”.

Crisis del coronavirus:
1039 casos, 27 muertos.
“Tranquilidad, que no cunda el pánico, está todo controlado”. https://t.co/Ksid9ivqoV",8937,12283,20.93
5679,0,"’s risk assessment of the new #coronavirus (2019-nCoV) situation has not changed:
🔺very high in #China🇨🇳
🔺high at the regional level
🔺moderate at the global level

’s situation report 25 January 2020 https://t.co/HpjfIe2p7d https://t.co/9FjyRCMxJd",4868,4338,14170.09
5682,0,"Trump leaves news conference without answering whether he has been tested for coronavirus.

Pence: “I have not been tested for the coronavirus"" https://t.co/b3WzItIfcX",1739,4116,28989.95
5683,0,"1) Rush Limbaugh says that smoking isn't a health hazard. Gets lung cancer.

2) Flat Earther dies in rocket launch trying to verify that Earth is flat.

3) Republicans cut CDC funding. CPAC attendee tests positive for coronavirus.

Cause and effect: It's real.",1988,6041,136.65
5684,0,Breaking News: The United States reported a second death from the coronavirus amid fears the illness has spread undetected in the Seattle suburbs for weeks https://t.co/ZdqsEExerc,3290,5416,72034.23
5685,1,"Simple ways to prevent the spread of #COVID19 in your workplace:
 
 Brief your employees, contractors &amp; customers that if #coronavirus starts spreading in your community anyone with even a mild cough or fever (37.3° C or more) needs to stay at home https://t.co/Du86YZYvxd https://t.co/d85fV9BylW",232,318,3221.14
5686,0,"This whole coronavirus thing has opened my eyes as to just how disposable we are to other people. The utter contempt of people saying ""it's ok, it's just the old &amp; people with underlying conditions it affects""! We should collectively be protecting the vulnerable. #Covid2019UK",1698,6963,0.53
5687,1,"@DrTedros ""It calls for all countries to educate their populations, to expand surveillance, to find, isolate and care for every #COVID19 case, to trace every contact, and to take an all-of-government and all-of-society approach – this is not a job for the health ministry alone""-@DrTedros",233,358,2440.25
5688,1,"""The #COVID19 pandemic continues to take a massive toll not just on health, but on so many parts of life.
 
 Yesterday, the Government of 🇯🇵 &amp; the Intl. @Olympics Committee took a difficult but wise decision to postpone @Tokyo2020 Games""-@DrTedros #coronavirus",78,183,2440.25
5689,0,WATCH: Bernie Sanders says he would not close the borders in order to protect Americans from the coronavirus and stop it from spreading. https://t.co/ix1NRcEHen,6053,9116,1358.93
5690,0,"La historia del SXXI empieza con el coronavirus:
- Reducción de emisiones
- Defensa de bienes públicos (sanidad, ciencia)
- Teletrabajo y semana laboral 3-4 días
- Fin del fútbol
- Fin de las macroconferencias académicas
- Fin hegemonía mercados financieros
- Fin turistificación",3454,11970,12.44
5692,0,"So while alcohol-based hand sanitizers are effective at killing the coronavirus on our hands, and should be used at every opportunity, nothing can replace the gold standard of washing our hands with good old fashioned soap and water, which also physically removes dirt and debris.",3502,11047,162.62
5694,0,"Whatever ends up happening with coronavirus, it’s gonna be a great year for canceling plans",1929,16615,529.77
5695,0,Un país que ha bebido Ron Negrita está más que preparado para plantar cara al coronavirus,10081,30497,70.88
5696,1,"@WPRO @SEARO @pahowho @_Europe @AFRO @EMRO Stay healthy while travelling!
 🤧 When coughing &amp; sneezing cover 👄 &amp; 👃🏻 with flexed elbow or tissue - throw tissue away immediately &amp; wash hands
 😷 If you choose to wear a face mask, be sure to cover 👄 &amp; 👃🏻 - avoid touching mask once it's on
 
 #coronavirus #travel https://t.co/4Bh4ckqVgp",194,199,2928.31
5699,0,"Coronavirus might comes from snake (Source :)

This virus shows that how Islam literally take care what do we eat. What is haram, what is halal. Allah is our creator. He knows what's good for us. Alhamdulillah 😊 https://t.co/3SY9o8i9Ko",23281,17643,595.0
5700,0,"Americans are worried about whether they can get tested for coronavirus.
Americans are worried about whether they'll have enough sick days.

But the Trump administration is worried about bailing out big oil?

https://t.co/x8XHTfdNCI",6453,14011,4457.79
5701,0,"Vice President @Mike_Pence at #CPAC: President @realDonaldTrump has no higher priority than the health, safety, and well-being of the American People.

While the risk of the #Coronavirus remains low to the American public, as the president said yesterday, we are ready! https://t.co/b6DMIJ5Zkz",2315,7563,3537.08
5702,0,"ISRAEL anunció que ya está terminada la vacuna contra el Cocido 18 Coronavirus y que en tres semanas estará a disposición de todo el mundo en forma gratuita.

Para los anisemitas  de siempre. Para ellos también habrá vacunas.",5382,13154,4.52
5703,1,"Lack of support for people with #depression or #MentalHealth conditions, coupled with a fear of stigma, prevent access to treatment. #LetsTalk https://t.co/2QoIhCiY0w",184,266,2928.31
5704,0,"La Secretaría de Salud confirma el primer caso de coronavirus en México.

100 varos a que AMLO le va a echar la culpa al neoliberalismo.",5607,36092,4581.83
5705,0,"Ayatollahs’ solutions to the Coronavirus (and all other viruses):

1- Dip a cotton in oil and place it inside the anus before you sleep.

2- Take a bottle of water to a cleric and have him spit inside it for blessings before drinking.

Not a joke.

 https://t.co/X3HbsZCq0q",7289,11255,1679.22
5706,0,"Trump: coronavirus is contained, response is perfect

Dems: Trump is lying about coronavirus, we need reliable information 

Right-wing media: coronavirus is a hoax

Mainstream media: Republicans, Democrats trade attacks over coronavirus

High punditry: country is so polarized",1835,8197,908.3
5707,0,"It seems like even if you, personally, have a very robust health insurance plan there might be upside to living in a society where *other people* could get their coronavirus symptoms checked out and treated without fear they’d be risking bankruptcy.",7049,33692,1078.96
5708,0,"123 new cases of Coronavirus in Korea 

There are now 4,335 total cases in Korea

There have been 26 deaths related to Coronavirus

30 patients have recovered and been discharged from the hospital, with 1 case of re-infection https://t.co/1nfPQBcWAB",4400,7401,749.94
5709,0,Con esto del Coronavirus ahora sí cada quien con su novia compas,2932,17986,201.55
5711,1,"""Now that the #coronavirus has a foothold in so many countries, the threat of a pandemic has become very real.
 
 But it would be the first pandemic in history that could be controlled.
 
 The bottom line is: we are not at the mercy of this virus""-@DrTedros #COVID19",1292,1934,2440.25
5714,0,"Confirmed coronavirus cases:

- China
- US
- France
- Japan
- South Korea
- Taiwan
- Singapore
- Thailand
- Australia
- Nepal
- Vietnam
- Hong Kong
- Macau
- Malaysia",11814,14181,2598.05
5715,0,"2020 vai ser o ano!!!!

Coronavirus: https://t.co/AMt9lkfONO",7818,8178,6.99
5716,0,"Trump clearly appointed Pence to head the coronavirus task force so he could blame everything on him. But don’t get it wrong, Trump is to blame. For all of it. Everything. The slow response time. The massive failures. The lies about how many Americans are infected. All on Trump.",2743,8505,1268.6
